	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.00383806	0.00345779	0.00113062	0.00412381	0.00292267	0.00570964	0.00343161	0.00430761	0.00387676	0.00341508	0.00408885	0.00490544	0.0033363	0.00264105	0.00339341	0.0041282	0.00532644	0.00520091	0.00515939	0.00240802	0.00381397	0.00204331	0.00319576	0.000522079	0.0071029	0.00243505	0.00382278	0.00418021	0.00527956	0.00515504	0.00228578	0.00429392	0.00351433	0.00310827	0.00282036	0.00305236	0.00394558	0.00230856	0.00285618	0.00164865	0.00350802	0.00276664	0.00387984	0.00214232	0.00315739	0.00134122	0.00287038	0.00365383	0.00150866	0.00134177	0.00325539	0.000609625	0.003658	0.00301473	0.0013891	0.0018822	0.00147226	0.0033192	0.00201399	0.00173603	0.00403092	0.00464362	0.00292585	0.00317334	0.00207217	0.00142181	0.00231748	0.00205521	0.00383683	0.00126196	0.00275955
PWY-6527: stachyose degradation	0.00403648	0.00298404	0.00128775	0.00232856	0.00252733	0.00263555	0.00281084	0.00409817	0.00169555	0.00293777	0.00521517	0.00284624	0.00207477	0.00211555	0.003554	0.000854407	0.00238912	0.00302889	0.00320752	0.00722506	0.00348667	0.00601661	0.00292051	0.00130228	0.00181562	0.00401943	0.00383925	0.00263577	0.00236543	0.00336125	0.00671804	0.00388132	0.00519429	0.00425897	0.0024781	0.00379916	0.0019276	0.0062969	0.00347132	0.0060138	0.00375285	0.00377843	0.00280562	0.00465248	0.0052644	0.00350148	0.00318175	0.00365655	0.00535795	0.00475562	0.00373002	0.00576555	0.00305984	0.00408947	0.0045128	0.00275075	0.00711394	0.00214636	0.00473281	0.00395504	0.00185462	0.00234717	0.00345724	0.00297575	0.00269938	0.00421939	0.00211384	0.00403624	0.00383539	0.0048229	0.00621018
PWY-6531: mannitol cycle	0.00085239	0.000832198	7.37584e-05	0.00162732	0.000448673	0.00174453	0.000574787	0.000869579	0.000940674	0.000549768	0.00258571	0.0010625	0.000188262	0.000642623	0.000388548	0.000139976	0.00145053	0.00111273	0.000810783	0.000513157	0.00109611	0.000147707	0.000507062	0.000120096	0.00128755	0.000462379	0.000711177	0.00112107	0.000874412	0.000541253	0.000453924	0.000556398	0.001159	0.000578759	0.000561111	0.00136852	0.000913599	0.000676481	0.000606337	0.000924286	0.000907866	0.000936925	0.0022304	0.00163609	0.00183137	0.000494908	0.00129282	0.00130476	0.000201414	0.000179236	0.00100281	0.000185644	0.000219786	0.000673627	0.000141635	0.000293	0.00015142	0.000251918	1.94736e-05	0.000241935	0.000907789	0.00076455	0.000731866	0.000369858	0.000304427	0.000180594	0.000294497	0.000167424	0.000783013	0.000220195	0.000259017
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.00129338	0.00148126	0.000448201	0.00038394	0.000839939	0.00100808	0.0010677	0.000799937	0.00139139	0.00144845	0.00196299	0.00171469	0.000266882	0.000849359	0.00149366	0.000192126	0.00122018	0.00128595	0.00120636	0.0012417	0.00179082	0.000476088	0.000617828	0.000456946	0.00136953	0.00075362	0.000327926	0.00140073	0.00140494	0.000814787	0.00106212	0.000647447	0.00141324	0.00291415	0.000725041	0.00236183	0.00127228	0.0013256	0.000711115	0.00163304	0.000927708	0.00199591	0.00232142	0.00153055	0.00140553	0.000743068	0.00259281	0.00228134	0.001099	8.92275e-05	0.000774088	0.000122838	0.000518922	0.00100099	0.000152509	0.000426018	0.00031345	0.000509828	4.69005e-05	0.000529523	0.00118604	0.00142014	0.00168773	0.000410098	0.000191826	4.88399e-05	0.000296721	0.000264175	0.00142233	0.000472797	0.000349656
PWY-6549: L-glutamine biosynthesis III	0.00132615	0.000542166	0.000460048	0.000550168	0.000453772	0.000478755	0.000366615	0.000539342	0.000709573	0.00144647	4.6095e-05	0.00122933	0.000124747	0.00127105	0.000519701	0.000317045	0.0	0.000482754	0.000887606	0.00137854	0.000949587	0.000694509	0.000615357	0.000285653	0.000449123	0.000386043	0.000370345	0.00110978	0.000873842	0.000587357	0.00092663	0.000481492	0.00274721	0.00170146	0.000321838	0.002345	0.00149317	0.00124814	0.000783597	0.00211428	0.00195587	0.00239169	0.000600627	0.0018262	0.000648434	0.00162412	0.00185735	0.001441	0.00155535	0.000590023	0.000454162	0.00056078	0.000605014	0.00127645	0.000477123	0.00104385	0.000781384	0.00107312	0.000441895	0.000382719	0.000936348	0.000887795	0.00126022	0.000736716	0.000638202	0.000403824	0.000400762	0.00139554	0.00134061	0.000793486	0.000422267
PWY-6562: norspermidine biosynthesis	0.0	0.0	0.0	0.00144207	0.0	8.44711e-05	0.0	0.0	0.000110106	0.000429355	0.0	6.7804e-05	0.0	2.14222e-05	2.79064e-05	0.0	3.69643e-05	3.69651e-05	2.0105e-05	1.91933e-05	7.92838e-05	7.40993e-06	0.0	0.0	3.37543e-05	0.0	0.0	0.0	0.0	1.1835e-05	0.000116055	0.000151959	0.000496793	0.000583866	0.0	0.000130156	0.00016758	0.000151807	0.000165782	0.0	0.0	8.75008e-05	3.32037e-05	9.25592e-05	1.98026e-05	3.21438e-05	9.21919e-05	0.000670574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35496e-05	4.10011e-05	0.0	1.49056e-05	0.0	0.0	7.31354e-05	0.000160683	0.0	7.45451e-06	6.89591e-06	0.0	0.0	4.74314e-05	1.88081e-05	3.27018e-05
PWY-6572: chondroitin sulfate degradation I (bacterial)	0.0	0.0023713	0.00095301	0.00141784	0.00206616	4.12807e-05	0.00112366	0.000353876	0.00156417	0.000280799	0.0011066	0.000316991	0.000955945	0.00101991	0.000236407	0.00251158	0.0	0.000771847	0.000533544	0.000479333	0.000181175	0.000187744	0.000485176	4.833e-05	0.0	0.000394665	0.000452449	0.000473139	0.000521969	0.000590465	0.000201709	0.000552635	2.70077e-05	0.000123314	0.00124326	8.00654e-06	9.52802e-05	4.68121e-05	0.000417167	0.0	7.4639e-05	0.0	0.0	1.88632e-05	0.000284941	0.00153441	0.0	0.000176975	5.98049e-05	0.000217576	0.000744029	7.37054e-05	0.000380091	0.00107127	9.77574e-05	0.00037907	0.000138115	0.000268701	7.64356e-05	0.000796256	0.000222394	0.000589335	0.00014794	0.000498836	0.00113115	0.000361971	0.000174988	0.000132999	0.00049598	0.000114678	0.000227944
PWY-6588: pyruvate fermentation to acetone	0.000267117	0.000870558	0.000165029	0.000346895	0.000322362	0.000611805	0.000104442	0.000168389	0.000324258	0.000166065	8.79806e-05	9.96389e-05	0.000448225	0.000407028	0.000158645	2.02313e-05	0.000261321	0.000607656	0.000753829	0.000134405	0.000297284	3.7881e-05	6.08469e-05	4.25587e-05	0.000459214	0.000604621	0.000573123	0.000495107	0.000498493	0.000771325	0.000380513	0.00028401	7.97878e-05	0.000756558	0.000517848	0.000467897	0.00018342	0.00084444	2.7744e-05	0.000484742	0.000830107	0.000293491	0.000445296	0.000216611	0.00025607	0.00122932	0.000213118	0.000581765	9.74972e-05	0.000127872	0.000295253	0.000310111	0.00051098	0.000773024	0.000323003	0.00012969	6.00169e-05	0.000134811	0.000245705	0.000147566	0.00017712	0.000163064	0.000316933	5.81957e-05	0.00020693	4.40636e-05	0.000318499	0.000193868	0.000519468	0.000133147	4.50072e-05
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	7.26406e-05	0.00108204	0.000464992	4.17495e-05	0.000273925	0.000937401	0.000152414	0.000291896	0.000237839	0.000495014	0.000145302	0.000374183	0.000646012	0.000672564	0.00042648	0.000325935	2.66703e-05	0.000196838	0.0	0.000679422	0.000429221	0.00032928	0.000669132	5.80541e-05	0.000772585	0.000452791	0.00016062	0.0009414	0.000809314	0.000132426	0.000583453	0.000806066	0.000345994	0.000520702	0.000159263	0.000164961	0.000421097	0.000885028	0.000169904	0.0	0.00111626	0.000366539	0.00028861	0.000980348	6.09378e-05	0.00166069	0.000168936	0.000983988	0.0008309	0.00115644	0.00125803	0.000454877	0.000752723	0.00162129	0.000398235	0.000665505	0.00208784	0.000182651	0.000663306	0.000845185	0.000449973	0.00019392	0.000703845	0.000159379	0.000848916	0.00064241	0.000226452	0.00124591	0.00103675	0.000873109	0.000949553
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	4.5319e-05	0.000242407	0.000219512	0.000145835	7.88182e-05	1.11456e-05	0.000229723	0.000168514	0.000113915	3.52711e-05	0.0	0.000482318	0.000384082	0.000436048	1.86821e-05	0.000645984	0.0	0.000178124	0.00026088	4.10916e-05	0.000181668	0.00025092	0.000158473	4.75046e-05	0.000343856	0.000137197	0.000135536	5.45311e-05	0.000107116	0.000100332	8.78981e-05	3.45328e-05	0.000158502	0.000361841	0.000757634	0.000175972	0.000337108	0.000380314	0.000228452	6.54866e-06	0.000219948	0.000174816	0.000403149	4.33672e-05	0.000104206	0.000245019	5.69405e-05	0.000232501	5.30131e-05	0.000413676	0.0	0.000146348	4.29166e-05	0.000501063	0.0	0.000300257	0.000299395	7.7761e-06	0.000415968	0.000101785	1.3102e-05	0.000160776	0.000168259	8.24947e-05	8.11514e-05	0.000276814	4.19985e-05	0.000430212	0.000351602	0.000327104	0.000167462
PWY-6606: guanosine nucleotides degradation II	0.00165886	0.0011949	0.000373574	0.00112664	0.000677734	0.00314667	0.00100378	0.00152209	0.00186077	0.00122222	0.00243609	0.00316862	0.000508122	0.00154437	0.00156573	0.000929063	0.00238672	0.00194682	0.00165154	0.00117845	0.00204273	0.00103645	0.000730703	0.000204631	0.00113214	0.000933928	0.000766911	0.00176303	0.00106044	0.00145673	0.00172309	0.00129709	0.000828051	0.00133001	0.000937301	0.00316749	0.00144315	0.00132715	0.000555125	0.00230146	0.00180148	0.000400348	0.000931409	0.00356267	0.00217768	0.00174376	0.00308356	0.00206061	0.000798644	0.000834786	0.00161521	0.000674309	0.000405277	0.00180907	0.00208583	0.000566335	0.000761051	0.000510037	0.000596694	0.000940606	0.00161397	0.0011107	0.00126268	0.000870624	0.000815084	0.000465165	0.000595308	0.000569119	0.00135245	0.000408893	0.000934725
PWY-6607: guanosine nucleotides degradation I	4.55638e-05	0.00024316	0.000207555	0.000145043	8.14235e-05	1.11515e-05	0.000239384	0.000170206	0.000114994	3.5396e-05	0.0	0.000491268	0.00035866	0.000445678	1.86909e-05	0.000929063	0.0	0.000181093	0.000269836	4.13921e-05	0.000184894	0.000265991	0.000164874	5.08091e-05	0.000342654	0.000139819	0.000138888	5.4622e-05	0.000109639	0.00010168	8.82714e-05	3.46512e-05	0.000164792	0.000367236	0.000728278	0.000177971	0.000350425	0.000386013	0.000229614	6.55143e-06	0.000222761	0.000137181	0.000384988	4.34425e-05	0.000105232	0.000246321	5.70657e-05	0.000236377	5.37818e-05	0.000433544	0.0	0.000151636	4.39839e-05	0.000523201	0.0	0.000333178	0.000323489	7.78279e-06	0.00049827	0.000102849	1.3116e-05	0.000162836	0.000172053	8.43194e-05	8.22381e-05	0.00024193	4.23284e-05	0.000569119	0.000367609	0.000367159	0.000170816
PWY-6608: guanosine nucleotides degradation III	0.00388191	0.00230937	0.00203874	0.00279863	0.00384161	0.00502927	0.00211344	0.00216917	0.00328514	0.00194416	0.00633155	0.00473683	0.00164514	0.00224991	0.00267255	0.00137893	0.00407207	0.0039554	0.00428347	0.00320797	0.00488418	0.00350294	0.00158386	0.00128679	0.00254343	0.00151699	0.00129668	0.0027704	0.00326762	0.0033921	0.00239396	0.00209099	0.00205447	0.00213264	0.00264844	0.00589187	0.00279506	0.00198335	0.00121135	0.00441155	0.00265105	0.00280484	0.00401484	0.00626716	0.00582162	0.00287094	0.00482153	0.00357449	0.00237623	0.0012465	0.00236395	0.00131128	0.00130336	0.00344132	0.00340845	0.00130997	0.00181265	0.000899932	0.00215966	0.00137773	0.00263283	0.00164188	0.00261157	0.00274154	0.00136076	0.00107231	0.000892704	0.00124901	0.00279321	0.000695234	0.00140163
PWY-6609: adenine and adenosine salvage III	0.008062	0.0076447	0.0112386	0.00470602	0.00894045	0.00475623	0.00787152	0.00900533	0.00680951	0.00837835	0.00502006	0.00626418	0.0106712	0.00798672	0.00894315	0.0108091	0.00777931	0.00580925	0.00682682	0.0098962	0.00713473	0.0108329	0.010678	0.0186651	0.00691922	0.0108425	0.0102811	0.00796584	0.00758023	0.00848895	0.00930169	0.00852845	0.00759044	0.00825814	0.00989472	0.00473402	0.00847922	0.0076287	0.00965517	0.00885858	0.00829017	0.00617372	0.00441825	0.0067057	0.00622937	0.00963585	0.00693078	0.00554148	0.0112762	0.0113831	0.0094643	0.0119318	0.0111159	0.00841997	0.0105368	0.0118739	0.012433	0.00931609	0.0123119	0.0104745	0.00858236	0.00811456	0.00850399	0.00973929	0.0100259	0.0120722	0.0123375	0.0117862	0.00763307	0.0121564	0.0101587
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0.000425983	0.000745021	2.31008e-05	0.000241462	0.000416592	0.00142633	0.000594623	0.000307097	0.000636305	0.000514923	0.00129054	0.0009677	0.000141864	0.000710767	0.000915276	0.0001559	0.000845572	0.00140265	0.000593615	0.000324214	0.00100012	0.000676478	9.70403e-05	0.000108442	0.000703496	7.26249e-05	0.000785341	0.000704656	0.000368455	0.000420843	0.00172308	0.00139172	4.02993e-05	0.000800986	0.000134291	0.00137518	0.000658603	0.0017051	0.000378261	0.000924897	0.000601612	0.000184513	0.000403995	0.00166758	0.00242436	0.00116874	0.00137895	0.00100043	0.000133451	0.000241997	7.47364e-05	2.55098e-05	0.000302665	0.000445504	0.000144663	0.000274618	0.000195146	0.000779048	0.000181913	5.6397e-05	0.000235969	0.000338749	0.001342	0.000284606	0.000443087	0.000120327	0.000146978	0.000157254	0.000526257	0.000237458	8.51104e-05
PWY-6628: superpathway of L-phenylalanine biosynthesis	0.00335141	0.00248531	0.000770268	0.00243457	0.00227818	0.00326084	0.00375487	0.00432111	0.00153049	0.0034191	0.00292662	0.0035104	0.00279057	0.00238359	0.00301438	0.000109256	0.00333006	0.00371836	0.00373453	0.00407273	0.00359156	0.0059869	0.00229707	0.00103805	0.00198081	0.00409421	0.00446072	0.00161322	0.00163449	0.00338892	0.00185751	0.00433284	0.00312025	0.00413545	0.00212238	0.00307512	0.00204979	0.00395697	0.00229461	0.00601339	0.00538239	0.00353156	0.00327123	0.00436156	0.00327198	0.00330598	0.00305139	0.00416184	0.00431878	0.00297707	0.00476748	0.00664121	0.00478465	0.0016719	0.00834271	0.0026728	0.00301534	0.00308132	0.00350674	0.00277129	0.0018651	0.00303502	0.00351797	0.0030507	0.00252309	0.00260682	0.00525296	0.00374708	0.00177474	0.00380502	0.00503279
PWY-6630: superpathway of L-tyrosine biosynthesis	0.00110842	0.00108886	0.000613585	0.00199963	0.00147558	0.00281254	0.00274384	0.00370317	0.000662045	0.00171689	0.00200615	0.00170429	0.00197377	0.00143002	0.00227167	0.000107275	0.00219271	0.00174733	0.00127919	0.00174383	0.00211997	0.000969878	0.00178892	0.000923026	0.00163186	0.00116448	0.00160678	0.00136046	0.00121074	0.00216817	0.000835776	0.00209705	0.00213173	0.00289682	0.00172023	0.00200796	0.00156101	0.00250213	0.00151077	0.00220923	0.00122539	0.00411527	0.00225514	0.00261636	0.0025115	0.00325424	0.00242458	0.00185226	0.00267635	0.00167663	0.00234825	0.00149603	0.00108554	0.0015913	0.00393284	0.00187746	0.00285873	0.000829963	0.00249653	0.000801896	0.000958891	0.00133493	0.00236525	0.00171591	0.00212518	0.00130663	0.000758388	0.00275668	0.00129276	0.00248208	0.00339078
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	9.78429e-06	0.000684932	1.16865e-05	0.00104805	0.000282081	0.000984119	0.0	0.000219365	0.0006032	0.000396326	0.00127476	0.000746545	4.31508e-06	0.000194238	7.88984e-05	6.76575e-05	0.000593014	9.96557e-05	0.0	0.000349273	0.000612987	3.98642e-05	0.000122654	6.14478e-05	0.000880367	9.77362e-05	0.0	0.000327365	0.0	0.000312368	0.000168758	0.000119436	0.00037161	0.000522276	2.72364e-05	0.00158464	0.00043672	0.000496332	9.05916e-05	0.000612906	0.000295908	0.000950414	0.00214984	0.00111354	0.00102608	4.6361e-05	0.00147022	0.00105273	8.32221e-05	1.66009e-05	4.35323e-05	1.56769e-05	5.18171e-05	0.000280414	4.0005e-06	0.000147053	6.3245e-05	4.74798e-05	5.86059e-06	5.20074e-06	0.000380636	0.000596401	0.000513036	0.000140058	5.68941e-05	7.53018e-06	0.000109848	1.45652e-05	0.000688299	1.84659e-05	8.75737e-06
PWY-6700: queuosine biosynthesis I (de novo)	0.0110105	0.00825871	0.0114868	0.00497561	0.00849409	0.00479778	0.00809973	0.00813096	0.00705826	0.00856711	0.00391832	0.00542773	0.00986263	0.00685187	0.00840015	0.0100615	0.0080197	0.00580575	0.00609083	0.00880155	0.0062867	0.00917483	0.00997666	0.0177725	0.00768374	0.0102282	0.0097711	0.0102037	0.0073733	0.00847974	0.00772652	0.00814023	0.00820834	0.0061667	0.00915761	0.00433508	0.0109094	0.00656042	0.00945769	0.00662796	0.00721106	0.00579481	0.0036245	0.005663	0.00385644	0.00689691	0.00492657	0.00458575	0.0105824	0.0111306	0.00916689	0.0123018	0.0107808	0.00762598	0.0105838	0.0113469	0.011872	0.00973394	0.0121462	0.0105668	0.00834247	0.00778105	0.00791403	0.0107434	0.010277	0.0115048	0.0130354	0.00909677	0.00682031	0.0120057	0.0101402
PWY-6703: preQ0 biosynthesis	0.004039	0.00688395	0.00910827	0.00478797	0.00682754	0.00450658	0.00716895	0.00629901	0.00726778	0.00469988	0.00285387	0.00484181	0.00897993	0.00525446	0.00669024	0.00835921	0.00649383	0.00510969	0.0052037	0.00470266	0.00471372	0.00721821	0.00594216	0.0146983	0.00639472	0.00688015	0.00693181	0.00577613	0.00589762	0.00741312	0.007202	0.00568118	0.00315621	0.00430197	0.00766496	0.00200541	0.0072172	0.00287103	0.00676352	0.00383986	0.00385939	0.002056	0.00198284	0.00253937	0.00299858	0.00569879	0.00186619	0.00295218	0.00377766	0.00646925	0.00579758	0.00740296	0.00724129	0.00692088	0.0060221	0.00477905	0.00380763	0.00626122	0.0048969	0.00616522	0.0077453	0.00635723	0.00382707	0.00640887	0.0067436	0.00865374	0.00978844	0.00620837	0.00389186	0.00676471	0.00610002
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	1.29913e-05	2.25612e-05	0.0	8.38081e-05	0.000131464	0.000407343	0.0	4.91889e-05	0.000159736	8.9843e-05	0.000101665	0.000477624	2.84383e-06	8.84882e-05	1.26922e-05	0.0	0.0	0.000140111	0.0	5.6404e-05	0.000196877	0.0	7.83484e-06	9.71199e-06	5.20852e-05	1.00243e-05	0.0	0.0	1.39909e-05	0.000138452	0.0	4.51775e-05	1.10603e-05	1.55935e-05	0.0	0.000241482	8.38163e-05	0.0	1.24063e-05	0.000229722	0.0	0.0	4.25896e-05	0.000194192	9.92476e-05	1.39485e-05	0.000320338	0.000240519	3.61502e-05	0.0	1.26098e-05	0.0	0.0	3.92292e-05	0.0	7.84678e-06	0.0	6.55097e-06	3.40191e-06	0.0	4.56854e-05	4.95587e-05	9.07282e-05	1.6118e-05	1.50674e-05	0.0	0.0	1.04237e-05	0.000102233	0.0	0.0
PWY-6731: starch degradation III	0.000851809	0.00455454	0.0038863	0.00278258	0.00434107	0.00271844	0.00332842	0.00185528	0.00439595	0.00210444	0.00240894	0.00160357	0.00240809	0.00270044	0.00197976	0.00236449	0.000455326	0.00308756	0.00148352	0.00371946	0.00229659	0.00174809	0.00222502	0.000981735	0.000519764	0.00299212	0.00245979	0.00104979	0.0021985	0.00203846	0.00158823	0.00254917	0.00124906	0.00200622	0.00380336	0.00117766	0.0013244	0.00133481	0.00359913	0.00142572	0.0028425	0.00112245	0.00163761	0.00136941	0.00311977	0.0039681	0.000875722	0.00203433	0.00127632	0.00376816	0.00304963	0.00367087	0.0017739	0.0039737	0.00169001	0.00357713	0.00301798	0.00296917	0.00281011	0.0042214	0.0020914	0.00266986	0.00246551	0.00281656	0.00426063	0.00275876	0.00131111	0.00203238	0.00287745	0.00333506	0.0029373
PWY-6749: CMP-legionaminate biosynthesis I	0.000170437	3.25825e-05	0.000953199	0.000121167	0.00111247	0.000105616	9.51555e-05	0.000585949	4.78831e-05	6.6657e-05	0.00329122	0.0	0.0	8.05187e-05	0.000968828	0.0	3.69077e-06	0.00127621	0.00106971	0.000384032	6.18197e-06	0.000100044	0.000163413	0.0	1.71984e-05	0.000162462	0.00100821	0.000813678	0.000542287	0.000339505	0.0	6.50118e-05	1.19943e-05	0.000361705	0.00137578	0.000848413	0.000250581	2.7927e-05	0.000965507	2.4162e-05	0.000175389	0.0	0.0	5.28112e-06	0.0	0.000814307	2.23742e-05	0.0	1.95991e-05	0.000722513	0.000670451	0.0	0.000797323	0.000535776	7.47294e-06	4.78107e-05	0.000389364	3.6652e-05	0.00499989	5.16399e-05	0.000152071	0.000564997	8.22143e-06	0.0	0.00142475	5.66212e-05	0.0	6.03434e-05	2.85148e-05	0.0	0.0
PWY-6803: phosphatidylcholine acyl editing	0.000816428	0.00127685	2.22801e-05	0.00227099	0.000579429	0.00206077	0.000283932	0.000616105	0.00228932	0.00149434	0.00367691	0.00350061	4.77861e-05	0.00111984	0.000535489	0.000404487	0.00219427	0.00110696	0.00113452	0.00116583	0.00277886	0.000265156	0.000598542	0.000103613	0.00171791	0.000224459	6.98227e-06	0.000673145	0.000979265	0.000639088	0.000800493	0.000581298	0.00193208	0.0010858	9.90953e-05	0.00228483	0.0013871	0.00108682	0.000339036	0.00133005	0.00136366	0.0018296	0.00303125	0.00198221	0.00458049	0.000130857	0.00346898	0.00197236	0.000450059	5.81055e-05	0.000245213	0.000174535	0.000159372	0.0014226	2.1097e-05	0.000312319	0.000145297	9.56765e-05	8.32383e-05	0.0	0.00132318	0.00164238	0.00167734	0.000397944	0.000325709	1.85167e-05	0.00047128	0.000157619	0.00205612	9.70611e-05	9.65676e-06
PWY-6807: xyloglucan degradation II (exoglucanase)	0.0	0.0	0.0	0.0	0.00232233	5.29465e-05	4.37204e-05	0.00045829	0.000121478	0.000216323	0.0	0.00055093	5.08416e-05	0.0	0.00226007	0.0	0.0	0.0	0.0	0.000232677	0.0	0.000147371	0.000169854	0.0	0.0	3.67911e-05	0.00114143	0.000378655	9.00649e-05	0.00151123	7.36667e-05	0.000399577	0.0	0.000204552	0.000809124	3.76379e-05	0.0	0.0	0.00144462	4.10313e-05	0.000245013	0.0	0.0	8.81842e-05	1.66162e-05	0.000665501	0.0	0.0	1.64646e-05	0.000360029	0.00154451	0.000181066	0.000406416	0.00153673	1.23656e-05	8.47558e-05	4.3865e-05	5.56738e-05	2.89126e-05	0.000320497	0.00111304	9.42216e-05	0.000289146	0.0	0.000216043	0.000553799	0.0	9.51913e-05	0.0	0.0	0.000189117
PWY-6823: molybdopterin biosynthesis	0.00230134	0.00180598	0.00143509	0.00114597	0.00171004	0.00140419	0.00188605	0.00219309	0.000732135	0.00339293	0.00189003	0.00173635	0.00105038	0.00194696	0.00271048	0.000811536	0.00127945	0.00185291	0.00200316	0.00298645	0.00254302	0.00534766	0.00209321	0.00103033	0.000795422	0.00280317	0.00203304	0.0010816	0.00158608	0.00156313	0.001838	0.00230418	0.00315711	0.00287255	0.00164448	0.00331933	0.00097803	0.00267711	0.00163816	0.0070525	0.00284755	0.00311252	0.00234958	0.00336174	0.00218507	0.00256202	0.00425747	0.00277985	0.00590963	0.00282354	0.00359677	0.00577315	0.00374455	0.00272769	0.00894679	0.00395075	0.00408291	0.0021701	0.00424829	0.00327647	0.00193771	0.00125002	0.00380324	0.0023446	0.00274864	0.00133839	0.00357655	0.00201497	0.00356405	0.00441834	0.0034877
PWY-6859: all-trans-farnesol biosynthesis	0.000905873	0.000377473	0.00127397	0.000526451	0.000211722	0.000728953	0.00315123	0.00222316	0.00172673	0.000919132	0.000111252	0.0021387	0.00154414	0.00247913	0.00325512	0.00344163	0.00219245	0.00263804	0.00253714	0.000672813	0.00112278	0.00231913	0.00111024	0.000101898	0.00207073	0.00114305	0.00173975	0.00187039	0.00247478	0.00262478	0.00281204	0.00144901	0.000532563	0.000946756	0.00267925	0.000678882	0.00133247	0.00299327	0.00175365	0.000373489	0.000715654	0.000356541	0.000663899	0.000552979	0.000916298	0.000518599	0.00129021	0.00112231	0.00116401	0.00169281	0.00221329	0.000459275	0.00139286	0.000226184	0.000978208	0.000351301	0.000274211	0.0017918	0.000687887	0.00114693	0.00282315	0.00188871	0.000909137	0.0012369	0.00171738	0.00135635	0.000986951	0.000401198	0.00129708	0.000561041	0.00152122
PWY-6876: isopropanol biosynthesis (engineered)	0.0	0.0	5.05688e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1829e-05	9.79787e-06	0.000109755	0.0	0.0	0.0	0.0	1.34169e-05	0.000130922	0.0	4.75864e-05	0.0	0.0	7.24152e-05	9.25683e-06	8.71708e-05	1.70469e-05	1.88716e-05	0.000188052	0.0	0.0	2.47953e-05	0.000136008	5.60045e-06	2.65293e-05	0.000855072	1.17881e-05	0.0	3.57216e-05	8.22513e-06	0.0	1.10159e-05	1.9103e-05	0.00109958	0.0	4.26131e-05	0.0	3.55657e-05	4.86471e-05	2.38316e-05	0.0	0.000594184	7.22283e-05	1.27993e-05	8.49279e-06	1.10584e-05	2.94168e-05	2.09415e-05	6.71651e-05	5.57037e-05	1.71276e-05	4.08457e-05	6.46247e-05	9.14546e-06	0.00012673	2.68442e-05	0.000299818	0.0	0.0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	0.00323745	0.00406917	0.00164396	0.00278256	0.00273781	0.00373328	0.00174744	0.00325119	0.00249073	0.00387079	0.00344707	0.00325548	0.00194039	0.00296512	0.00188301	0.00148195	0.00418853	0.00314116	0.00377327	0.00319025	0.0042523	0.000752898	0.0024423	0.00167271	0.00338546	0.00277765	0.00209772	0.00402058	0.00261604	0.00412901	0.00235787	0.00218616	0.00251542	0.00311117	0.00246438	0.00273443	0.00445288	0.00236583	0.000775715	0.00217746	0.00297103	0.00228302	0.00248084	0.00266435	0.00344165	0.00089644	0.0023655	0.00304881	0.00156222	0.000599322	0.000926297	0.0013825	0.00187896	0.00285456	0.000970916	0.00158644	0.00137441	0.000985786	0.000333668	0.00112287	0.00363716	0.00320046	0.00337979	0.0026151	0.00141469	0.000541767	0.00276257	0.00114682	0.00373564	0.00544896	0.000191815
PWY-6897: thiamine diphosphate salvage II	0.00618161	0.00458821	0.00602682	0.0034252	0.00676826	0.00382885	0.00407768	0.00465723	0.00276776	0.00582208	0.00314715	0.0030807	0.00553397	0.00471099	0.00551008	0.00285705	0.00466033	0.00415989	0.00434012	0.00465106	0.00429477	0.00779149	0.00649689	0.00565198	0.00364609	0.00617503	0.00600709	0.00556459	0.00420461	0.00493462	0.00435571	0.00502911	0.00534745	0.00529962	0.00536314	0.00310486	0.00545842	0.00373841	0.00563642	0.00326443	0.00424589	0.00332437	0.00269188	0.00280804	0.00321502	0.00476161	0.00223286	0.00356243	0.0056224	0.00593248	0.00588275	0.00639824	0.00591619	0.00445971	0.00378951	0.00638798	0.00506461	0.00574321	0.00562574	0.00678081	0.00500103	0.0041233	0.00479875	0.0059068	0.00612219	0.00617497	0.00609034	0.00643955	0.00458484	0.0071083	0.00598527
